"","Carrier_Company_Name","Uniquely_Identified_Carrier","Source_Port","Destination_Port","Distance (Nautical_Miles)","Ship_Length (ft)","Ship_Beam (ft)","Ship_Draft (ft)","Storage_Capacity (#Conatiners)","Is_Shared"
"7565","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","17843.9477260597","1094.88896024646","120.907006814632","44.5602594399709","14747","0"
"7566","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","18688.0650935601","1091.15664240322","134.07892089513","45.0858718926854","16490","0"
"7567","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","24610.6693135947","975.247101630084","134.431263675315","44.1001400267894","14454","0"
"7568","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","26527.5807980821","1006.12149249297","137.478071610471","45.467175769307","15723","0"
"7569","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","25006.3543915283","1058.35135427653","130.357813486122","45.0533582426775","15539","0"
"7570","COSCO","COS-U123453","Shanghai","Rotterdam","23999.1521431692","1109.11917729536","135.330146676924","44.4322744266065","7410","0"
"7571","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","15495.0859995","1193.95314838388","134.845161231655","44.5314513044658","17924","0"
"7572","Maersk","MAE-U123453","Bremerhaven","Qingdao","19365.0726221502","1093.69075101451","126.155496940615","44.9417650768054","15502","0"
"7573","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","18757.240907494","981.329368590377","131.79221685198","44.5856067507463","14416","0"
"7574","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","21268.2375087496","1055.59303119662","125.648340957697","45.8050910516843","15188","0"
"7575","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","22293.6823316664","1066.08311072458","120.821017458549","44.252477666256","14250","0"
"7576","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","21982.6919316407","1109.13728857413","127.47448240561","44.7760492487466","15827","0"
"7577","COSCO","COS-U123453","Shanghai","Rotterdam","25990.3757537529","1079.03469523881","130.417011486342","43.8688436506498","15434","0"
"7578","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","19006.9137986284","968.590375777567","136.16996964219","45.8649793876666","15123","0"
"7579","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","24121.7981780414","1127.88636537269","147.605500541508","43.3200872388349","18030","0"
"7580","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","20444.2057783809","1100.76949253329","131.004440763172","44.2304397274063","7087","0"
"7581","Maersk","MAE-U123453","Bremerhaven","Qingdao","18671.6852673981","1114.62702798657","139.119526202456","42.9722032678065","16659","0"
"7582","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","21720.8171475772","1074.11183452932","136.785754521397","44.8238752998931","16464","0"
"7583","COSCO","COS-U123453","Shanghai","Rotterdam","26119.8344825115","1154.13504048833","130.680981990802","45.2213438572166","17051","0"
"7584","Maersk","MAE-U123453","Bremerhaven","Qingdao","19255.8008584287","1120.63670237432","142.802427911123","44.1115031586979","17648","0"
"7585","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","15344.5471690781","1159.1377531644","131.153418939578","43.7287317625419","16620","0"
"7586","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","15979.0134158917","973.623541949783","133.750464946049","46.4599292259102","15125","0"
"7587","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","19649.983098004","1169.42892619292","132.176409633885","45.3107583384887","17509","0"
"7588","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","20495.2001137845","1003.36394286714","138.965563025098","44.783663449157","15611","0"
"7589","COSCO","COS-U123453","Shanghai","Rotterdam","15476.6953981854","1138.47537479945","131.974063451751","47.0143848807596","17660","0"
"7590","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","23630.0164535176","1109.07779586036","129.222199248097","43.6489689878457","6951","0"
"7591","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","22887.2389240935","998.710859944113","136.421764745708","44.4054864084384","15125","0"
"7592","COSCO","COS-U123453","Shanghai","Rotterdam","18412.7870033495","986.616392559372","136.921737925816","44.8708482167327","15154","0"
"7593","COSCO","COS-U123453","Shanghai","Rotterdam","15141.8483105209","1070.33877377748","129.91610273206","42.3911612639369","14737","0"
"7594","Maersk","MAE-U123453","Bremerhaven","Qingdao","22549.7085928358","967.249490639661","131.982868408319","44.6976668852901","14265","0"
"7595","Maersk","MAE-U123453","Bremerhaven","Qingdao","26606.6888240352","1114.56580080092","143.876314668768","41.6366863058642","16692","0"
"7596","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","19125.5248015746","1030.41767759249","132.832879164726","45.2242291087891","15475","0"
"7597","COSCO","COS-U123453","Shanghai","Rotterdam","24131.5012495313","1006.5942385071","132.545571807345","46.4397617280092","15490","0"
"7598","COSCO","COS-U123453","Shanghai","Rotterdam","19870.9918424115","1146.34831479634","138.772732254952","45.5920496857569","18132","0"
"7599","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","26113.764605457","1134.40041542868","133.255416408416","45.2667337905393","17107","0"
"7600","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","24048.3690870367","1073.46203406341","132.683032474477","43.0340079194704","6810","0"
"7601","CMA CGM","CMA-U123453","Tokyo","Busan","22791.9180792198","1170.47355122282","123.770881048029","44.1542534310846","15992","0"
"7602","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","25875.1809558738","1003.29456054489","132.777987185519","44.0763121110294","14679","0"
"7603","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","15281.9201450609","1180.17617537407","132.64785865909","45.3198425670197","17737","0"
"7604","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","23189.0945801139","1180.81495805876","135.853594928228","45.6777297801774","18319","0"
"7605","CMA CGM","CMA-U123453","Tokyo","Busan","18305.9455078281","1020.22298677824","131.55568534322","44.5288105244406","14941","0"
"7606","CMA CGM","CMA-U123453","Tokyo","Busan","19369.2129954882","1056.02634976502","131.83086216763","44.7599270273227","15578","0"
"7607","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","24765.8104329742","987.843680075603","136.034493750869","45.2299625406489","15195","0"
"7608","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","26757.8265880421","1016.32705286494","132.658555520732","44.5840863019374","15028","0"
"7609","CMA CGM","CMA-U123453","Tokyo","Busan","22516.8151587993","1076.88051951933","132.785383881253","46.1281205264402","16490","0"
"7610","COSCO","COS-U123453","Shanghai","Rotterdam","16432.8706056252","1164.86680751084","125.47585859385","43.9636901370821","7140","0"
"7611","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","26115.7745590992","1189.61749061244","127.667515098064","45.0229312100246","17095","0"
"7612","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","19372.1020177379","973.292750531109","130.740186256469","43.443775944591","13820","0"
"7613","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","15312.006644262","1191.46650925861","126.037882661163","43.4963094258607","16330","0"
"7614","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","23530.2931292541","1115.87465549586","133.644945885914","45.2512443611062","16871","0"
"7615","CMA CGM","CMA-U123453","Tokyo","Busan","19407.3755774181","1026.5402697539","129.943625153412","44.8670916751623","14962","0"
"7616","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","15602.6286222786","1199.1296810226","123.81426981044","44.5925925779246","16552","0"
"7617","CMA CGM","CMA-U123453","Tokyo","Busan","15430.9419833589","1156.44347690861","131.132106003551","44.6023819331722","16910","0"
"7618","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","19783.0307675153","1031.40210736543","141.543938389461","45.5841729967809","16637","0"
"7619","Maersk","MAE-U123453","Bremerhaven","Qingdao","20499.7963147145","1156.89780901419","132.337495358834","44.3166710690068","16962","0"
"7620","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","25577.4620248005","1127.90520025999","136.57091698795","44.9503699253053","7693","0"
"7621","Maersk","MAE-U123453","Bremerhaven","Qingdao","23298.5789213888","975.806069226237","142.170906350599","44.8956782537023","15571","0"
"7622","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","17954.9981730524","1160.4000683676","131.552962184249","44.4937421384716","16980","0"
"7623","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","15270.4899656586","997.942722918233","134.175283523948","45.6499468964024","15281","0"
"7624","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","18891.6369880177","1060.76610266115","134.937745845799","44.445256043977","15904","0"
"7625","CMA CGM","CMA-U123453","Tokyo","Busan","20334.6201396268","1150.97160359612","133.968523260612","44.1225783859401","17009","0"
"7626","CMA CGM","CMA-U123453","Tokyo","Busan","19189.9721209891","972.621203836752","132.780150465198","44.4671258149631","14357","0"
"7627","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","16847.3030914273","1106.22062818264","125.609595014204","43.4766374862096","15103","0"
"7628","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","25760.1197018288","1087.07851573359","130.715747292974","46.8760277123817","16653","0"
"7629","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","15185.6645652652","1048.43884392641","141.333053047142","42.947055712602","15910","0"
"7630","CMA CGM","CMA-U123453","Tokyo","Busan","17980.3402315825","1016.84134681243","125.395407140212","45.0179338173353","6378","0"
"7631","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","24770.3158335015","1053.8339351234","129.985363889733","46.4364040246891","15902","0"
"7632","Maersk","MAE-U123453","Bremerhaven","Qingdao","18607.0556805655","981.835951633984","133.264131482913","43.4457084063994","14211","0"
"7633","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","20318.5975791793","1009.5546915778","129.587502464535","45.1068536387903","14753","0"
"7634","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","17199.3033313751","1191.92206933745","137.771277731447","44.5001038483931","18269","0"
"7635","COSCO","COS-U123453","Shanghai","Rotterdam","22029.1421282943","1163.22189473081","130.192714856182","43.9942698497732","16657","0"
"7636","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","24021.6019874532","1090.10601982125","130.163682932285","42.7391357673744","15161","0"
"7637","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","25516.4852048177","1065.77501391293","134.987319052682","45.5661362351838","16389","0"
"7638","Maersk","MAE-U123453","Bremerhaven","Qingdao","15509.6620019618","1050.13479159912","131.994351178398","45.1378107104984","15642","0"
"7639","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","22671.0479339305","1091.09890610212","125.793828379572","43.4136803814471","14897","0"
"7640","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","16323.2073106337","1006.54164992156","133.081543074443","43.4909389763784","6473","0"
"7641","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","18817.180538876","1034.65822228813","131.254792050584","44.3415546947733","15054","0"
"7642","COSCO","COS-U123453","Shanghai","Rotterdam","22751.4914812054","1058.57631899999","132.523731896101","44.3660031340862","15560","0"
"7643","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","18338.5089408886","1182.88697146229","123.594904561245","44.3414358450683","16207","0"
"7644","CMA CGM","CMA-U123453","Tokyo","Busan","22231.600486245","1115.33663528622","132.362709486921","46.0248089579261","16986","0"
"7645","Maersk","MAE-U123453","Bremerhaven","Qingdao","24293.42180131","1091.73957706313","133.052148587573","44.8456623165478","16286","0"
"7646","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","25602.0689588226","1064.5754610945","137.866416044467","43.6377461635856","16012","0"
"7647","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","24203.6333721131","1024.68370746821","137.172336570373","42.1480533602581","14811","0"
"7648","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","16606.9578747544","1194.49336929363","135.341122550509","43.5754809919439","17611","0"
"7649","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","19301.3601202145","1182.12563181529","129.227675526023","45.5074614989455","17380","0"
"7650","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","24808.6452677753","1040.6374898518","128.013478405888","45.1440965303117","6682","0"
"7651","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","16994.751765104","977.456426606514","123.982039849794","45.3990439715632","13754","0"
"7652","CMA CGM","CMA-U123453","Tokyo","Busan","22215.7894909848","1004.73473429447","126.764295638385","44.0992762296312","14042","0"
"7653","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","22470.032338975","1045.1677648339","135.453430620404","41.9840537778757","14859","0"
"7654","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","23398.5672892258","1184.69087572885","129.3858368527","44.2561938776514","16959","0"
"7655","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","23183.6673564836","1029.46945182863","128.628216681089","45.2608146592019","14983","0"
"7656","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","24386.6411978658","1043.18801816669","125.134247501383","43.001381543313","14033","0"
"7657","COSCO","COS-U123453","Shanghai","Rotterdam","19685.9646889474","1001.02296748082","130.269665862286","44.7983939386427","14605","0"
"7658","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","15376.9137439225","981.832253871253","130.948867071881","44.9173094568688","14438","0"
"7659","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","20145.747424392","1032.89571740315","152.230534437727","45.5960489344194","17924","0"
"7660","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","21669.0203182865","1185.97278926056","118.674026980955","43.8177328655809","6852","0"
"7661","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","19935.3950409126","994.545559483813","125.182497164528","45.4052976568636","14132","0"
"7662","COSCO","COS-U123453","Shanghai","Rotterdam","20213.1281027198","1093.38332265848","146.72389556155","44.6721795740505","17916","0"
"7663","CMA CGM","CMA-U123453","Tokyo","Busan","15855.8132128324","996.254598425003","126.339090536735","45.2630837166444","14243","0"
"7664","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","22589.8399311863","978.23463254259","129.04928332448","45.6125381951916","14395","0"
"7665","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","23020.5942506064","1036.48377451464","133.1187321638","44.36861846302","15304","0"
"7666","Maersk","MAE-U123453","Bremerhaven","Qingdao","21406.0193320736","1196.38257330051","141.293853176852","44.2524207956862","18701","0"
"7667","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","16724.621239258","1009.65016161557","135.226197308953","44.0597511296418","15039","0"
"7668","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","21735.4232969787","1143.60898549668","142.517665138599","45.1317989803745","18389","0"
"7669","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","25381.8120153062","1013.03350645234","128.068033825679","43.084469990916","13974","0"
"7670","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","24677.3219595104","1016.67642200948","129.559350594064","46.003412127642","6733","0"
"7671","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","24625.9361066669","1092.15743174776","140.505977058658","43.9932561798865","16877","0"
"7672","COSCO","COS-U123453","Shanghai","Rotterdam","25622.7859224938","1011.21849106043","136.33704949978","45.7993437116617","15785","0"
"7673","CMA CGM","CMA-U123453","Tokyo","Busan","17599.0495746676","1130.37147422321","134.083635355341","44.6356254913535","16913","0"
"7674","Maersk","MAE-U123453","Bremerhaven","Qingdao","20330.2801033203","1145.39118615794","134.367295933228","44.4559879277893","17105","0"
"7675","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","22914.7806747258","1013.87621416943","128.921066284319","44.2347713950838","14455","0"
"7676","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","21523.1063752715","1016.82306717499","123.536258141483","43.4525927329418","13646","0"
"7677","COSCO","COS-U123453","Shanghai","Rotterdam","22013.9547644835","979.56085444428","133.375377991023","43.8450038595634","14321","0"
"7678","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","16886.7953611258","1028.60009069555","142.653481740287","44.3467951207645","16268","0"
"7679","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","18575.0936096627","1079.83819316723","131.073390187903","44.8586212804758","15873","0"
"7680","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","18398.9762612712","1170.71996676736","132.722886570833","42.7831606182131","7386","0"
"7681","CMA CGM","CMA-U123453","Tokyo","Busan","16822.2280929051","983.50168278208","128.935331606294","46.1777818985756","14639","0"
"7682","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","24613.9275010116","1101.53844760614","139.91373532364","46.0550209786489","17745","0"
"7683","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","26305.6287855562","1088.90155992471","123.59209633657","43.9951636579843","14802","0"
"7684","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","15361.1285723001","1158.15562619013","134.644055672768","42.0885393707499","16408","0"
"7685","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","18311.5789831057","1025.25115920347","134.730206220766","46.5351915117212","16070","0"
"7686","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","21143.091944335","1184.8726078379","129.197968468678","46.6081705995614","17837","0"
"7687","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","15443.9080164302","1070.73320439202","132.054711560407","44.7711660723098","15826","0"
"7688","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","23821.5567621589","1093.17359108478","131.441480820225","45.9521208332624","16507","0"
"7689","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","23669.8757253494","995.306693948805","138.435991964082","42.1903089223573","14533","0"
"7690","Maersk","MAE-U123453","Bremerhaven","Qingdao","22396.3655189238","1026.62861406687","130.616675712907","43.8625877084373","6535","0"
"7691","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","17744.1717532184","1122.33738548355","140.282700792325","45.1757999684926","17782","0"
"7692","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","20817.518579755","1098.48829388735","139.154718799665","45.7583498617903","17487","0"
"7693","Maersk","MAE-U123453","Bremerhaven","Qingdao","25750.8628957719","1187.75025519659","132.582511995292","44.053432308995","17343","0"
"7694","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","20385.1218620315","1057.67847275012","139.41320125688","43.453949748188","16019","0"
"7695","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","24719.9389004521","1142.82738141832","123.262698188962","44.8238438553623","15786","0"
"7696","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","23270.631181458","1054.38203912578","135.039650465532","44.617448264735","15882","0"
"7697","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","20595.4809282348","1037.41498138872","132.838382437693","45.8800785916857","15807","0"
"7698","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","23049.0330517944","1055.81365952152","131.626211522942","46.4733739353907","16146","0"
"7699","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","25644.7312958166","1170.28134897701","136.165701629066","43.4191356361469","17297","0"
"7700","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","20279.3029311206","1173.58746959944","140.050712047747","42.824019896755","7821","0"
"7701","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","21470.4943421949","980.546982522355","139.116482378599","45.8009471554056","15619","0"
"7702","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","20142.3414536286","1153.61308214488","133.334603408683","44.5078901056549","17115","0"
"7703","Maersk","MAE-U123453","Bremerhaven","Qingdao","26495.5234596413","1174.14256215561","136.266499456205","44.9222537333009","17968","0"
"7704","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","15271.4434708469","1165.38013502373","138.755383039052","43.9539058586234","17769","0"
"7705","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","24912.856536163","1193.13976577134","132.246104271839","46.6037368825008","18384","0"
"7706","CMA CGM","CMA-U123453","Tokyo","Busan","20639.0750570968","1188.86131974636","135.540188640101","44.1038561080475","17767","0"
"7707","COSCO","COS-U123453","Shanghai","Rotterdam","23711.5528031532","1072.19092273503","116.323675978473","44.4905358825174","13872","0"
"7708","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","20683.9359742496","1075.215944011","139.306156516427","45.6412530254531","17091","0"
"7709","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","23058.1625099201","1109.30078082369","126.301487555118","42.7483705343982","14973","0"
"7710","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","21694.7660509497","1107.24957457162","121.534832514747","45.7231747165076","6837","0"
"7711","CMA CGM","CMA-U123453","Tokyo","Busan","16402.7396535873","1027.4029591342","124.891229803446","43.4308266197376","13932","0"
"7712","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","21715.9630615544","1046.32216059486","131.855946243386","43.6494613778433","15055","0"
"7713","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","23923.1095595006","1166.81909923907","135.7976047453","46.3958348244933","18379","0"
"7714","CMA CGM","CMA-U123453","Tokyo","Busan","18781.1237977166","1096.79554289556","129.29710993414","46.362518119902","16437","0"
"7715","Maersk","MAE-U123453","Bremerhaven","Qingdao","26484.8255087156","1082.32616214547","128.32636423847","44.3356715473713","15395","0"
"7716","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","19357.5864474569","970.07970380364","137.747433314134","41.9822429731089","14025","0"
"7717","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","22584.2334883008","1051.36194484425","130.420182642913","45.0791830464145","15453","0"
"7718","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","23233.9319390059","1087.54922880442","134.27224903789","43.8587266881126","16011","0"
"7719","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","24682.7750925254","1083.77963179839","132.158443963512","47.9852063769665","17182","0"
"7720","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","26664.8856945522","1165.63961229054","134.513149633749","46.0925449058233","8030","0"
"7721","COSCO","COS-U123453","Shanghai","Rotterdam","16949.7907619923","1030.57303927257","131.442905831493","42.896224903788","14527","0"
"7722","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","20435.2449373249","1155.40636920021","133.988661912292","43.3511078077672","16778","0"
"7723","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","21113.5908583738","1021.90757010365","134.864558026026","44.7160630629149","15407","0"
"7724","COSCO","COS-U123453","Shanghai","Rotterdam","20678.6200306937","1138.33245404297","129.602909323476","43.821295619328","16163","0"
"7725","Maersk","MAE-U123453","Bremerhaven","Qingdao","15148.9415598661","1159.35831615934","128.301556645308","43.7382318653097","16265","0"
"7726","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","26524.2809044942","1127.71062468761","129.509344576531","42.9590202569834","15685","0"
"7727","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","16705.6379251555","1146.55882179388","134.066038131576","45.2080212562165","17373","0"
"7728","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","17158.4713719506","1052.66974588856","133.151044132025","44.9495314065879","15751","0"
"7729","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","22749.7442089487","1019.06691383221","127.495834176292","46.1336909574672","14985","0"
"7730","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","15246.4517601952","1161.26717610983","131.621359762025","44.7236878289087","7595","0"
"7731","CMA CGM","CMA-U123453","Tokyo","Busan","24195.0971661508","1067.42608373985","139.675983897139","43.7502717913824","16307","0"
"7732","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","18019.1174553707","1166.5397524205","130.217702148327","42.7816829278751","16247","0"
"7733","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","16545.5115519371","1190.83852303214","117.434001620195","44.878333461816","15690","0"
"7734","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","25913.8717136253","1182.42371558095","132.456929010777","44.4385279617462","17400","0"
"7735","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","25060.2683746442","1196.29227609257","138.052073623316","45.3174012154429","18710","0"
"7736","COSCO","COS-U123453","Shanghai","Rotterdam","25279.020665288","1043.74797550612","139.784374737864","43.9856850251074","16044","0"
"7737","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","22025.1076772343","995.912761265645","119.296419874515","44.5606466618521","13235","0"
"7738","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","23200.8484069258","1074.31774134631","134.536196929302","44.0745488333057","15926","0"
"7739","Maersk","MAE-U123453","Bremerhaven","Qingdao","20235.3070726432","1018.64297760767","142.396222209586","44.5898957077445","16170","0"
"7740","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","23422.2733389772","982.371582540218","136.486839197732","45.61885573671","6796","0"
"7741","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","26481.3862183783","1055.95399416401","132.823566808655","44.5586782596427","15624","0"
"7742","CMA CGM","CMA-U123453","Tokyo","Busan","23943.0761633813","1188.21879098541","140.413691032607","45.5113951986763","18983","0"
"7743","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","26422.6164066419","1018.13466813532","138.958506817029","44.0358734274583","15575","0"
"7744","Maersk","MAE-U123453","Bremerhaven","Qingdao","21996.8542663101","1158.72075460851","137.221042240019","44.879201489377","17840","0"
"7745","Maersk","MAE-U123453","Bremerhaven","Qingdao","20787.148949923","1067.84432903631","134.560591967055","45.2560896099235","16257","0"
"7746","Maersk","MAE-U123453","Bremerhaven","Qingdao","17694.8211493436","1009.83906513662","145.432539915148","44.2666448698008","16253","0"
"7747","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","24200.2131590713","1011.31772364373","140.198893125788","44.9224799314101","15923","0"
"7748","Maersk","MAE-U123453","Bremerhaven","Qingdao","21740.402877694","1110.65596293425","128.397527207417","41.3247863095021","14733","0"
"7749","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","18951.3737063482","995.8478087408","121.87841702072","44.3900332517186","13469","0"
"7750","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","24274.3764534965","973.088048105128","120.64991939655","44.2258933740626","5769","0"
"7751","CMA CGM","CMA-U123453","Tokyo","Busan","16942.6674099639","1157.78844352695","136.750940380582","44.8655938675335","17759","0"
"7752","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","25029.7878851742","1018.86562065571","122.397109670952","45.1843642838602","14087","0"
"7753","CMA CGM","CMA-U123453","Tokyo","Busan","17927.5528987125","1049.14084247546","127.69987533712","44.0627552812459","14758","0"
"7754","CMA CGM","CMA-U123453","Tokyo","Busan","17334.3929878995","1057.82537688268","126.531857377906","44.928773801661","15034","0"
"7755","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","19695.9461113717","1009.89031905425","134.792595348523","43.7160952420332","14877","0"
"7756","COSCO","COS-U123453","Shanghai","Rotterdam","18759.6872656792","999.279760537902","132.08133360563","47.1040033553547","15543","0"
"7757","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","15970.0013065059","1046.2093552493","143.116734542073","45.960670236067","17204","0"
