,Area(Sq.Mt.),Soil_type,Distance_from_city,Budget,Passenger_traffic
9442,37779.05,Loam,73.08,49112766.57,110881068
9443,38955.34,Loam,20.02,50641947.33,95507316
9444,36142.39,Silt,39.28,46985102.64,72441967
9445,16945.31,Silt,97.23,22028908.7,132838609
9446,26807.11,Silt,18.23,34849238.71,142755257
9447,26170.61,Silt,78.02,34021797.94,93789851
9448,31497.53,Silt,32.23,40946786.37,98681933
9449,1731,Clay,93.48,2250298.803,113411020
9450,9667.18,Silt,29.38,12567336.22,113278420
9451,20329.75,Silt,92.94,26428674.2,157928092
9452,57391.72,Silt,14.97,74609234.05,152552976
9453,24180.31,Clay,36.55,31434401.38,152737228
9454,43147.38,Loam,10.87,56091590.29,145770498
9455,10541.4,Clay,17.66,13703821.2,126821847
9456,56213.9,Clay,63.69,73078064.39,125387605
9457,29489.58,Loam,47.31,38336459.97,86994900
9458,21163.84,Loam,43.18,27512992.54,94527553
9459,45286.03,Loam,79.89,58871843.09,80689684
9460,12477.7,Sand,14.22,16221006.59,103779959
9461,16650.31,Silt,51.11,21645398.76,151481701
9462,12203.32,Loam,58.25,15864322.22,80766715
9463,37963.54,Loam,35.86,49352604.5,145343922
9464,27924.73,Clay,22.67,36302152.8,138132562
9465,41090.89,Silt,78.89,53418161,111891128
9466,25550.15,Sand,91.79,33215190.58,158220870
9467,27077.04,Loam,47,35200152.81,135045257
9468,54183.72,Sand,39.54,70438838.89,141079681
9469,24587,Clay,98.25,31963097.67,151043480
9470,13785.98,Loam,30.67,17921767.81,130513398
9471,5364.25,Sand,7.55,6973523.285,104341731
9472,32639.44,Silt,58.6,42431271.61,119678853
9473,51629.08,Silt,21.03,67117809.96,72113722
9474,54715.56,Loam,82.79,71130222.32,148124359
9475,20100.88,Loam,33.73,26131145.63,138182892
9476,2249.19,Clay,30.45,2923952.519,127986931
9477,6834.35,Silt,28.11,8884652.852,98316032
9478,1675.58,Sand,9.88,2178259.271,151818773
9479,6606.61,Sand,94.07,8588586.601,106099669
9480,46156.84,Loam,51.39,60003897.43,86243910
9481,14241.28,Silt,48.17,18513663.89,113029358
9482,48261.82,Loam,74.09,62740365.28,128569913
9483,30663.56,Sand,37.49,39862630.91,112735402
9484,28336.26,Sand,90.48,36837132.99,105061850
9485,51576.74,Clay,83.85,67049759.69,142112007
9486,6994.06,Clay,5.75,9092283.203,74725871
9487,12280.53,Sand,71.59,15964690.62,104185015
9488,16398.88,Loam,46.87,21318550.28,134200369
9489,55467.97,Sand,23.44,72108365.39,144622307
9490,30502.41,Silt,89.44,39653131.65,79138179
9491,27749.84,Clay,12.83,36074791.81,143599113
9492,32940.79,Sand,56.82,42823028.19,127995246
9493,9887.45,Silt,77.55,12853679.73,85784321
9494,19581.82,Sand,32.12,25456368.98,83548275
9495,57564.11,Loam,85.9,74833343.93,148375950
9496,27191.27,Silt,50.14,35348651.23,124594841
9497,57318.79,Sand,9.55,74514433.48,113426150
9498,13489.52,Loam,62.76,17536372.25,135749781
9499,11340.85,Loam,89.4,14743109.26,87772252
9500,8187.38,Silt,10.71,10643596.72,88556094
9501,18262.63,Silt,75.18,23741420.83,125962872
9502,49756.39,Clay,70.66,64683306.89,106314555
9503,3141.88,Silt,89.04,4084447.043,132165228
9504,47765.51,Sand,79.93,62095166.32,84443441
9505,34189.24,Loam,19.58,44446008.87,97139848
9506,56084.15,Clay,59.41,72909392.65,96556198
9507,17853.96,Silt,59.9,23210146.91,153708100
9508,49690.6,Sand,40.68,64597775.02,135884868
9509,23973.97,Clay,20.99,31166162.56,86114479
9510,50317.41,Silt,46.64,65412633.31,132579082
9511,37502.45,Clay,17.45,48753183.44,119047979
9512,20058.34,Clay,90.01,26075844.28,78064410
9513,45406.28,Silt,94.12,59028166.85,149465810
9514,57552.24,Clay,32.36,74817917.11,154213613
9515,53442.92,Silt,71.81,69475798.45,89388707
9516,12462.95,Sand,34.7,16201835.97,153199353
9517,7002.99,Loam,90.94,9103887.022,153101535
9518,43111.2,Loam,90.02,56044556.68,109888366
9519,59883.01,Silt,11.31,77847916.56,148643749
9520,33414.76,Clay,40.37,43439183.43,98881688
9521,1754.03,Loam,96.44,2280244.609,102105053
9522,58063.82,Silt,58,75482961.24,72660532
9523,44679.67,Clay,77.36,58083577.36,148099026
9524,7502.12,Silt,14.3,9752753.827,90191428
9525,5009.15,Silt,87.61,6511899.662,81433168
9526,6384.71,Clay,78.12,8300120.986,130800917
9527,26675.45,Loam,26.67,34678082.44,92185180
9528,21061.26,Clay,74.91,27379634.94,96843187
9529,59067.08,Clay,12.72,76787199.1,134365783
9530,58286.36,Silt,87.75,75772263.16,89668521
9531,43133.1,Sand,46.19,56073024.61,109394561
9532,48681.34,Loam,75.79,63285744.65,128712226
9533,28561.11,Sand,48,37129444.8,140370059
9534,10142.53,Clay,47.91,13185290.14,75433819
9535,46760.47,Sand,76.3,60788612.92,146548615
9536,1940.9,Clay,73,2523173.829,78243657
9537,5552.93,Loam,5.71,7218805.359,149442734
9538,43168.51,Sand,31,56119062.51,149367747
9539,3904.96,Loam,46.33,5076454.446,152342548
9540,4359.37,Silt,33.39,5667181.199,73896786
9541,52443.84,Loam,5.91,68176996.1,157653399
9542,19780.97,Silt,87.94,25715262.76,128834471
9543,56534.49,Loam,36.66,73494833.53,77954129
9544,16554.83,Silt,47.17,21521278.95,127287422
9545,51091.4,Clay,37.99,66418815.02,127710198
9546,21491.48,Sand,22.16,27938922.91,138916558
9547,13649.89,Clay,55.28,17744861.91,153956933
9548,30329.53,Sand,99.51,39428383.38,84794077
9549,48526.56,Sand,83.89,63084528.95,148241855
9550,13624.83,Loam,84.88,17712275.23,143445642
9551,12141.8,Silt,16.16,15784337.56,112135242
9552,52538.15,Sand,33.28,68299595.87,109604999
9553,29153.6,Clay,94.46,37899680.87,116741130
9554,12084.81,Sand,73.3,15710249.78,114347297
9555,14459.82,Silt,20.9,18797760.05,107131451
9556,6517.12,Silt,33.51,8472262.497,140986219
9557,52714.2,Sand,22.68,68528459.8,94825254
9558,38672.84,Sand,79.61,50274689.92,93953732
9559,15696.87,Clay,67.55,20405925.59,94311285
9560,21251.84,Loam,59.96,27627395.77,77364092
9561,24951.68,Clay,17.88,32437184.47,139792475
9562,55634,Clay,63.49,72324203.63,121506393
9563,47655.99,Clay,16.15,61952781.01,145189399
9564,28874.84,Loam,56.42,37537289.45,140296136
9565,50075.13,Loam,62.67,65097671.33,118962336
9566,44573.1,Sand,96.45,57945032.42,112681476
9567,21280.12,Clay,84.35,27664162.27,112159238
9568,59707.79,Silt,6.64,77620129.52,107360852
9569,30262.77,Silt,61.06,39341606.88,94813647
9570,49864.36,Silt,91.15,64823668.68,92422436
9571,54800.35,Silt,12.17,71240459.69,94404229
9572,36785.34,Loam,33.67,47820936.4,114298807
9573,2586.76,Sand,21.57,3362788.133,114928098
9574,32589.36,Silt,30.71,42366161.78,136869049
9575,5853.69,Clay,46.25,7609795.597,113265191
9576,28783.22,Loam,35.82,37418188.06,130281418
9577,41530.98,Silt,61.2,53990273.83,139833331
9578,21127.74,Sand,61.4,27466067.83,149772517
9579,60198.05,Clay,61.62,78257467.6,140727545
9580,25986.72,Sand,69.24,33782732.42,155558182
9581,53519.69,Loam,70.84,69575590.85,87500011
9582,43653.37,Clay,79.41,56749380.21,139135050
9583,13247.03,Silt,55.18,17221144.12,152149659
9584,9315.13,Clay,8.29,12109666.7,118128413
9585,30600.03,Sand,50.85,39780036.15,141350131
9586,36738.1,Loam,30.97,47759530.24,119668793
9587,38139.69,Silt,26.49,49581592.88,135784495
9588,16308.59,Clay,56.85,21201166.22,145956516
9589,2169.91,Sand,74.02,2820888.866,139983761
9590,28066.02,Sand,97.02,36485827.47,104367894
9591,18965.45,Silt,30.09,24655088.24,76412115
9592,51981.51,Loam,73.39,67575967.31,118066201
9593,58922.57,Silt,33.98,76599335.46,118162969
9594,39564.13,Sand,87.49,51433369,154482363
9595,56645.22,Silt,21.58,73638789.4,118793376
9596,16007.46,Loam,63,20809695.83,98558816
9597,42618.96,Loam,71.57,55404646.85,77526879
9598,55321.26,Silt,52.39,71917633.82,142093578
9599,44410.4,Sand,65.58,57733514.42,107491460
9600,32049.43,Clay,12.55,41664260.46,112075057
9601,5107.01,Clay,88.08,6639110.303,117709665
9602,40027.47,Loam,35.98,52035714.93,151622469
9603,15931.16,Loam,58.91,20710504.15,140861008
9604,43696.3,Sand,45.33,56805190.91,135954381
9605,53885.26,Silt,5.64,70050840.12,96098152
9606,21282.36,Silt,31.99,27667066.58,85754551
9607,19952.2,Silt,66.04,25937856.31,104551560
9608,22052.43,Clay,14.32,28668164.11,116236861
9609,30464.82,Silt,11.92,39604266.14,142835502
9610,48955.75,Sand,12.25,63642477.17,98140691
9611,6597.19,Silt,8.55,8576344.037,101915126
9612,28070.59,Silt,43.74,36491764.45,148705812
9613,30335.24,Clay,49.3,39435805.65,133493816
9614,48308.15,Silt,70.99,62800589.08,108784526
9615,32116.47,Sand,59.65,41751415.64,80426396
9616,24063.32,Silt,87.96,31282318.35,107250204
9617,40734.55,Sand,85.61,52954908.89,107840744
9618,24804.32,Sand,83.38,32245621.36,135431278
9619,59422.8,Loam,6.09,77249643.52,122279056
9620,39676.25,Sand,96.58,51579130.36,151839012
9621,59668.21,Silt,54.06,77568671.84,82632606
9622,30422.21,Silt,18.64,39548872.71,102145397
9623,35629.37,Silt,21.71,46318181.31,83735274
9624,42421.1,Clay,90.81,55147426.37,86094881
9625,50388.62,Silt,14.46,65505205.44,157900030
9626,18966.12,Loam,30.48,24655954.61,152791981
9627,17787.62,Clay,22.93,23123904.13,111397598
9628,9495.48,Loam,7.96,12344123,153705253
9629,38839.45,Clay,90.17,50491289.74,135507547
9630,43665.2,Sand,40.19,56764765.26,84126161
9631,6942.11,Clay,19.86,9024741.454,154511844
9632,12839.42,Loam,69.22,16691248.29,109907297
9633,48816.55,Sand,51.85,63461518.73,121792698
9634,49294.17,Loam,61.35,64082414.9,152168887
9635,55151.99,Silt,42.81,71697590.84,104573724
9636,52669.09,Loam,23.65,68469819.3,139414331
9637,54461.6,Loam,87.99,70800083.48,117786135
9638,48553.58,Loam,90.93,63119654.88,148544783
9639,19106.54,Loam,33.17,24838496.51,87267463
9640,5016.79,Silt,41.72,6521827.309,137107879
9641,3496.74,Clay,27.81,4545763.659,148207164
9642,33572.48,Silt,17.96,43644225.21,108549298
9643,16575.55,Clay,11.26,21548216.11,153118713
9644,49556.15,Clay,85.74,64422997.48,128616045
9645,7918.45,Silt,62.16,10293984.13,94407677
9646,32924.55,Silt,57.27,42801911.33,117005675
9647,24867.95,Silt,89.47,32328333.04,100810359
9648,44232.54,Clay,98.03,57502305.28,94541466
9649,24881.2,Loam,36.08,32345556.04,76743103
9650,26648.6,Clay,60.99,34643180.85,147233781
9651,9759.87,Loam,10.55,12687825.69,124159434
9652,7851.29,Silt,41.78,10206671.08,110190200
9653,3412.28,Loam,63.09,4435969.542,131132667
9654,16371.61,Sand,77.28,21283095.46,95322489
9655,41943.84,Loam,21.99,54526994.51,154174756
9656,49262.95,Loam,72.54,64041831.08,154561434
9657,53616.65,Clay,20.19,69701648.85,127837275
9658,22633.46,Silt,38.35,29423497.75,142217292
9659,20660.27,Sand,27.64,26858344.92,86736766
9660,26303.35,Clay,8.7,34194356.54,146007212
9661,47953.69,Silt,90.39,62339800.77,138368295
9662,27569.19,Sand,73.71,35839943.26,158113406
9663,51053.47,Silt,99.88,66369513.52,121272818
9664,13429.86,Sand,17.62,17458815.7,102884853
9665,4445.16,Silt,63.75,5778708.916,89258057
9666,37396.53,Clay,62.81,48615484.1,87818912
9667,53267.19,Sand,20.85,69247352.83,154183362
9668,15483.25,Clay,76.7,20128230.39,87308136
9669,59063.67,Clay,24.46,76782773.68,156329202
9670,60282.03,Sand,71.43,78366633.58,112085443
9671,57831.67,Clay,21.42,75181176.3,86791280
9672,43335.01,Clay,57.28,56335516.48,87334485
9673,45050.29,Silt,26.68,58565371.07,116741677
9674,6390.69,Silt,28.57,8307890.816,75781794
9675,42201.84,Silt,49.31,54862394.33,118133840
9676,48164.83,Clay,58.73,62614274.16,141991484
9677,19552.67,Clay,44.94,25418470.28,92860855
9678,54605.71,Silt,10.89,70987428.81,109471222
9679,14328.73,Sand,64.67,18627348.39,142620843
9680,13043.55,Sand,85.08,16956613.81,138194326
9681,55056.18,Silt,5.32,71573038.22,113596301
9682,9095.65,Loam,92.49,11824339.25,106569444
9683,26999.51,Clay,5.67,35099361.2,135307229
9684,39141.44,Loam,31.38,50883872.37,113055185
9685,50071.31,Clay,43.01,65092709.49,130841485
9686,31550.25,Clay,73.1,41015320.81,133811723
9687,44575.51,Sand,69.77,57948163.63,106652375
9688,2309.65,Silt,47.87,3002545.564,120114605
9689,4879.36,Sand,35.51,6343169.313,74876418
9690,4309,Sand,68.24,5601705.87,89543023
9691,51769.13,Clay,21.36,67299872.86,146832918
9692,41481.39,Loam,20.04,53925800.67,86326785
9693,10839.7,Silt,27.74,14091610.6,99808728
9694,41486.61,Sand,38.27,53932592,131728301
9695,49752.46,Sand,58.67,64678192.08,138754634
9696,17171.12,Sand,16.19,22322461.85,110871486
9697,32058.18,Clay,29.72,41675632.89,105039045
9698,52323.05,Loam,80.19,68019970.69,98274543
9699,32001.45,Silt,62.04,41601878.61,127448860
9700,5220.97,Clay,47.24,6787256.012,78049012
9701,41011.22,Clay,19.23,53314586.33,152173723
9702,20039.05,Silt,24.22,26050762.69,84015047
9703,23317.89,Loam,9.98,30313262.39,102382030
9704,49221.71,Sand,86.87,63988221.43,156231701
9705,33012.3,Sand,47.33,42915993.02,120601173
9706,42543.79,Silt,33.81,55306925.32,106518939
9707,48875.84,Clay,66.05,63538590.05,151328320
9708,16548.14,Silt,71.11,21512581.69,152803600
9709,1362.1,Silt,70.06,1770725.291,150980762
9710,33800.16,Silt,23.97,43940211.41,108487303
9711,20750.67,Silt,13.32,26975866.49,98193589
9712,18079.32,Sand,84.28,23503119.34,115618680
9713,51475.16,Clay,33.07,66917710.68,93441665
9714,18902.85,Clay,45.55,24573708.01,89185783
9715,60112.21,Sand,79.55,78145871.44,96981619
9716,22600.73,Sand,47.39,29380952.19,132997323
9717,53624.23,Loam,14.79,69711498.78,74327333
9718,44772.72,Sand,83.73,58204531.45,121107480
9719,11658.17,Sand,36.14,15155615.05,97000444
9720,49470.51,Sand,64.25,64311661.8,97628982
9721,10493.04,Loam,58.2,13640957.4,73819853
9722,2696.53,Sand,43.26,3505487.852,137339677
9723,13125.53,Silt,50.86,17063187.43,102915796
9724,54059.83,Clay,73.3,70277784.56,84511996
9725,49100.66,Sand,66.89,63830856.45,137541913
9726,4602.48,Loam,22.56,5983223.534,103605217
9727,27520.08,Silt,75.77,35776106.78,81565074
9728,32251.01,Silt,68.96,41926316.59,73793571
9729,6729.51,Loam,81.74,8748365.332,98444127
9730,27134.84,Silt,30.99,35275290.22,88389783
9731,23123.01,Clay,88.4,30059917.9,152100752
9732,58334.45,Silt,43.91,75834787.05,141341602
9733,24740,Silt,55.71,32162006,134908273
9734,16594.04,Clay,52.29,21572249.83,104739452
9735,52899.55,Clay,46.89,68769414.87,149239976
9736,19579.23,Silt,60.36,25452994.7,158065137
9737,60076.52,Loam,48.66,78099478.15,102505974
9738,40493.17,Silt,69.01,52641125.26,79017856
9739,57322.59,Loam,49.07,74519362.02,88665749
9740,49387.33,Silt,49.49,64203529.07,128669965
9741,42344.42,Loam,83.29,55047739.6,78316025
9742,26427.66,Sand,15.47,34355958.13,114109327
9743,5924.25,Silt,37.32,7701530.623,132651189
9744,2933.33,Sand,43.08,3813328.758,154492201
9745,55091.68,Silt,56,71619177.63,99182229
9746,1806.4,Clay,19.29,2348323.578,89036786
9747,34955.41,Sand,58.03,45442028.5,73667343
9748,1818.57,Silt,10.81,2364136.648,117347642
9749,3229.37,Silt,90.84,4198178.847,116709467
9750,1595.35,Clay,62.05,2073956.288,134106416
9751,27368.88,Sand,24.73,35579542.16,147299511
9752,22436.88,Clay,71.14,29167937.64,76857026
9753,36690.05,Silt,62.03,47697068.89,124856657
9754,42388.43,Clay,44.86,55104953,110226120
9755,53177.68,Loam,97.59,69130978.85,145318692
9756,32980.89,Clay,10.76,42875160.47,142880659
9757,28577.59,Loam,22.01,37150862.3,126679957
9758,50560.06,Sand,38.21,65728072.47,130507156
9759,26450.47,Clay,15.59,34385606.85,152475425
9760,46983.75,Sand,95.75,61078871.25,156285916
9761,19263.08,Silt,24.33,25041998.85,108492072
9762,3764.01,Clay,10.83,4893219.176,149964836
9763,41262.28,Sand,48.77,53640964.62,145728328
9764,2865.02,Clay,90.47,3724524.796,119775467
9765,41995.87,Loam,10.48,54594634.45,126972635
9766,37590.49,Loam,96.43,48867632.77,125778779
9767,40675.61,Clay,79.29,52878294.82,121489263
9768,32700.15,Silt,5.68,42510192.43,138371472
9769,52885.48,Silt,93.9,68751124.73,130320413
9770,45690.17,Silt,85.29,59397225.51,147227701
9771,49179.02,Sand,49.69,63932724.22,75654483
9772,48161.03,Clay,59.84,62609336.02,149873604
9773,7564.35,Clay,11.01,9833660.377,145849053
9774,24321.62,Sand,78.8,31618109.77,109395927
9775,17259.31,Sand,50.77,22437097.99,109827470
9776,22296.7,Silt,9.84,28985716,98676467
9777,21664.38,Clay,89.78,28163695.27,104234152
9778,53109.83,Silt,5.04,69042784.7,71900086
9779,46783.58,Clay,64.87,60818658.26,78459295
9780,55036.19,Loam,90.98,71547049.64,147171385
9781,21184.46,Sand,18.31,27539793.55,149173673
9782,16402.18,Clay,67.57,21322832.52,85628497
9783,55093.9,Sand,87.01,71622065.11,156671305
9784,1857.66,Loam,86.17,2414955.79,120298485
9785,24907.08,Clay,17.77,32379200.94,133399719
9786,11766.57,Silt,99.34,15296544.69,100695864
9787,34463.03,Clay,88.91,44801944.61,140211586
9788,17034.86,Sand,35.07,22145311.79,137463996
9789,5371.98,Clay,27.87,6983571.338,121495812
9790,15759.3,Loam,21.94,20487084.98,133247225
9791,1439.46,Loam,38.07,1871301.531,147426424
9792,12717.41,Silt,88.34,16532636.55,112984484
9793,58067.01,Sand,13.64,75487116.07,144088186
9794,9820.62,Loam,82.59,12766802.13,90088815
9795,13901.29,Sand,22.7,18071675,116067603
9796,12242,Loam,36.42,15914602.15,115815410
9797,22620.13,Clay,84.76,29406163.44,74845217
9798,38366.72,Clay,62.18,49876742.4,92998285
9799,10800.5,Sand,52.66,14040644.28,96910830
9800,5771.2,Clay,57.44,7502565.952,128052392
9801,28948.34,Clay,14.35,37632838.33,82720087
9802,51165.74,Loam,7.75,66515459.07,83083451
9803,19132.28,Clay,77.32,24871969.61,74185073
9804,19968.91,Sand,5.83,25959583.14,147586219
9805,9513.68,Silt,51.16,12367787.43,111760984
9806,30495.81,Sand,85.58,39644550.86,89887484
9807,50425.76,Silt,66.06,65553492.95,157537047
9808,23427.55,Silt,57.14,30455816.25,86269393
9809,2929.56,Sand,17.55,3808425.213,112457211
9810,51470.45,Loam,56.23,66911588.36,107453928
9811,28140.34,Loam,55,36582442.39,79135949
9812,5241.63,Clay,98.81,6814117.604,90858576
9813,36315.15,Sand,42.94,47209700.05,98248693
9814,22021.63,Clay,76.26,28628123.15,111835939
9815,54114.64,Loam,14.45,70349033.31,77543197
9816,2517.65,Clay,72.49,3272943.04,154393556
9817,42300.61,Loam,74.27,54990791.99,81461603
9818,50503.1,Loam,22.75,65654030.84,78429407
9819,34476.81,Clay,82.7,44819859.13,105799653
9820,15752.22,Loam,70.19,20477886.2,106292561
9821,54882.78,Loam,95.13,71347613.49,144461638
9822,35178.05,Sand,93.36,45731460.51,84991346
9823,41062.24,Sand,41.89,53380909.6,119395013
9824,59406.41,Clay,27.23,77228328.23,119471915
9825,23970.89,Sand,32.69,31162152.6,148569716
9826,33894.51,Loam,21.91,44062865.32,106173115
9827,59579.33,Sand,41.69,77453123.12,119037054
9828,60158.86,Loam,50.26,78206512.93,99553216
9829,11371.29,Silt,18.11,14782682.32,140407530
9830,44958.29,Silt,35.24,58445777.48,72742969
9831,33393.32,Sand,91.8,43411316.94,87860231
9832,28961.59,Silt,71.97,37650071.8,147421145
9833,49007.4,Sand,23.98,63709616.59,130856349
9834,32995.85,Sand,68.87,42894603.16,126999528
9835,3989.98,Sand,20.95,5186979.269,133172723
9836,9320.54,Sand,50.72,12116696.79,157164398
9837,45627.31,Loam,60.47,59315499.5,106970026
9838,8475.25,Loam,26.75,11017829.16,141466217
9839,33296.57,Sand,21.34,43285540.26,84685586
9840,49541.23,Sand,11.2,64403599.9,82828839
9841,53057.66,Clay,35.5,68974958.82,94552471
9842,4609.02,Clay,91.5,5991732.021,151984067
9843,21863.92,Clay,77.5,28423092.94,111973285
9844,31961.2,Sand,39.58,41549560.5,83726956
9845,35902.83,Silt,34.41,46673680.28,129684360
9846,2462.16,Sand,81.39,3200809.388,111029083
9847,5201.64,Sand,58.15,6762133.081,155727551
9848,40152.78,Silt,76.72,52198610.68,98269520
9849,56988.88,Loam,90.3,74085548.75,123248490
9850,58645.5,Silt,94.04,76239144.87,123059280
9851,50258.5,Silt,73.61,65336043.72,155680473
9852,3241.81,Loam,32.86,4214359.149,97290451
9853,59405.69,Clay,93.1,77227391.67,100901159
9854,20176.73,Clay,89.36,26229742.66,91248202
9855,17099.52,Loam,53.41,22229376.53,116080643
9856,1581.96,Clay,46.03,2056545.354,132878206
9857,7410.09,Clay,56.8,9633113.247,116340248
9858,13909.07,Loam,30.84,18081793.24,132054357
9859,18583.32,Loam,61.13,24158322.46,150130642
9860,24901.82,Sand,84.19,32372372.11,105107088
9861,30373.36,Silt,21.19,39485371.26,129712416
9862,56852.45,Sand,72.1,73908178.92,78949683
9863,10212.71,Silt,10.07,13276523.91,135759391
9864,25312.36,Silt,57.53,32906065.77,96271948
9865,33076.92,Clay,5.72,42999992.17,132018376
9866,52811,Loam,51.05,68654297.77,155176599
9867,3289.99,Silt,15.55,4276981.773,127381954
9868,36966.78,Silt,98.32,48056820.21,75788508
9869,29234.64,Sand,70.57,38005031.99,90441410
9870,47350.94,Silt,49.45,61556218.63,140385482
9871,52081.1,Loam,57.37,67705427.1,104263319
9872,60051.61,Sand,81.61,78067097.29,125225902
9873,55081.93,Sand,85.11,71606512.18,141325980
9874,2714.98,Sand,38.34,3529470.18,125072353
9875,37766.72,Silt,71.28,49096735.82,106722921
9876,42507.89,Loam,24.24,55260255.97,130496509
9877,57981.48,Sand,22.19,75375918.33,95257247
9878,22282.87,Loam,95.89,28967725.52,93757430
9879,45609.4,Sand,53.17,59292218.42,142162001
9880,29645.83,Silt,30.24,38539581.63,104307410
9881,33048.83,Sand,53.69,42963481.49,123490683
9882,9176.76,Clay,94.81,11929792,104303140
9883,48159.95,Sand,65.93,62607937.14,79873173
9884,18086.06,Loam,24.24,23511882.49,137649976
9885,36717.42,Silt,59.17,47732652.05,130425023
9886,8538.34,Silt,38.48,11099839.67,125926261
9887,1976.28,Clay,67.74,2569169.833,112025465
9888,54054.28,Sand,94.55,70270559.6,110978206
9889,45305.42,Silt,94.15,58897044.47,108123168
9890,59577.45,Silt,91.02,77450688.04,130512808
9891,9546.79,Loam,17.57,12410828.21,140279489
9892,5794.78,Sand,48.67,7533218.27,140654661
9893,57150.94,Clay,32.38,74296227.88,113512162
9894,58039.35,Silt,97.18,75451159.32,91786336
9895,20072.69,Silt,27.51,26094503.39,103263601
9896,31715.71,Silt,90.7,41230426.77,137332647
9897,16079.55,Silt,86.03,20903412.55,141449048
9898,45129.66,Sand,98.92,58668552.95,71614663
9899,35465.57,Clay,7.95,46105236.92,139927421
9900,26560.14,Clay,5.41,34528182.68,140119517
9901,13798.25,Loam,26.45,17937723.92,132138771
9902,16830.79,Loam,65.88,21880024.38,82584680
9903,44562.13,Sand,7.82,57930769.85,98811397
9904,21591.75,Clay,86.47,28069276.97,114254637
9905,53285.46,Silt,98.71,69271093.5,87885470
9906,47151.32,Silt,35.36,61296715.52,143363616
9907,42299.07,Loam,16.39,54988796.79,127538017
9908,50213.96,Clay,31.17,65278151.13,145548293
9909,48286.9,Loam,11.1,62772972.86,100199395
9910,25323.87,Sand,80.73,32921030.44,104567914
9911,26533.7,Silt,17.39,34493816.47,100101499
9912,2096.32,Loam,18.25,2725218.095,136782636
9913,30137.89,Sand,8.26,39179253.75,104321014
9914,25136.49,Sand,26.58,32677430.76,115400819
9915,50105.48,Clay,9.63,65137125.22,136787425
9916,34899.7,Loam,44.08,45369603.95,96226861
9917,37215.67,Sand,57.44,48380370.59,147323150
9918,28438.59,Clay,28.47,36970168.64,122062632
9919,37448.42,Loam,86.18,48682940,98340557
9920,33881.48,Silt,89.86,44045930.23,86008355
9921,21390.7,Sand,45.67,27807906.42,79446249
9922,50672.83,Silt,56.22,65874678.1,99480116
9923,39405.12,Sand,52,51226653.54,155066771
9924,17599.8,Sand,50.19,22879736.12,123380883
9925,36556.13,Sand,93.5,47522963.58,155971487
9926,51912.74,Sand,76.18,67486556.94,76950059
9927,41670.76,Silt,39.44,54171988.43,111621197
9928,58247.31,Clay,7.78,75721498.45,126285535
9929,38474.89,Loam,71.1,50017354.6,79423723
9930,39110.62,Loam,32.29,50843806.62,144385306
9931,8369.94,Loam,63.1,10880917.63,82576515
9932,52286.99,Loam,21.52,67973083.49,125432341
9933,44452.06,Silt,65.28,57787683.93,129240431
9934,45263.37,Silt,80.23,58842382.46,121942149
9935,18344.52,Sand,27.11,23847878.32,80342348
9936,40669.24,Clay,23.18,52870008.87,87376963
9937,35396.2,Sand,32.83,46015061.79,89777139
9938,2192.15,Clay,31.84,2849794.47,107627567
9939,43534.87,Silt,33.03,56595332.96,142811158
9940,32067.86,Silt,10.77,41688221.49,109211142
9941,12986.34,Clay,73.49,16882241.14,122146697
9942,40026.5,Clay,37.86,52034451.13,149418078
9943,42254.09,Sand,48.01,54930315.68,75956557
9944,15348.77,Silt,32.67,19953399.34,156193034
9945,45542.57,Silt,77.69,59205341.9,89855871
9946,31904.12,Sand,64.47,41475350.95,97896447
9947,17765.22,Clay,19.07,23094789.71,77643165
9948,42497.18,Silt,87.53,55246329.09,155680283
9949,11097.53,Sand,38.5,14426788.36,92993751
9950,60377.02,Loam,90.14,78490123.57,140377907
9951,34097.5,Loam,24.23,44326748.46,88603010
9952,22565.37,Loam,42.17,29334982.77,130818059
9953,53240.68,Silt,95.09,69212888.05,107927221
9954,21986.55,Silt,81.16,28582516.72,78962303
9955,17832.79,Silt,44.05,23182630.54,129753975
9956,18895.17,Clay,29.17,24563722.23,156049107
9957,46621.26,Silt,51.85,60607631.61,132123075
9958,28600.08,Sand,12.89,37180106.92,105736628
9959,13574.56,Sand,82.49,17646930.13,141789395
9960,25548.18,Sand,20.19,33212637.09,113121480
9961,37528.89,Clay,61.59,48787555.58,142786497
9962,18837.39,Loam,8.59,24488611.68,102828414
9963,9661.88,Sand,23.12,12560444.56,157943849
9964,43281.31,Clay,5.88,56265703.3,89581159
9965,6104.78,Sand,71.41,7936209.77,138182905
9966,30155.66,Loam,79.57,39202351.68,109114089
9967,20036.87,Clay,38.75,26047932.32,83817976
9968,27399.09,Sand,99.36,35618812.84,104136395
9969,24544.89,Silt,93.48,31908358.5,106246446
9970,11753.04,Clay,94.59,15278953.19,75213812
9971,46861.78,Sand,64.27,60920318.59,113970374
9972,1682.54,Sand,11.31,2187299.877,147199980
9973,15935.62,Sand,42.16,20716309.52,73705474
9974,9012.58,Loam,48.29,11716356.56,105604584
9975,33069.25,Loam,94.87,42990023.91,85239869
9976,34490.36,Loam,47.05,44837470.7,129644890
9977,7372.83,Silt,26.06,9584684.612,155191690
9978,41622.03,Loam,19,54108641.3,79756496
9979,33447.04,Silt,62.78,43481147.34,153440333
9980,3278.97,Sand,77.88,4262658.337,113975353
